customer_id,tenure_months,monthly_charge,total_charges,contract_type,payment_method,paperless_billing,tech_support,online_security,streaming_tv,avg_monthly_gb,num_complaints,satisfaction_score,churn
2277,69,98.99745000167728,2999.124521065985,Month-to-month,Mailed check,Yes,Yes,No,Yes,61.60318962374175,2,5,0
2278,3,83.92954726654574,1621.4634874924684,Month-to-month,Bank transfer,No,Yes,Yes,Yes,3.241038883752334,0,3,1
2279,37,105.34655532025532,4972.711912459541,Month-to-month,Bank transfer,No,No,No,Yes,75.12803240918929,0,5,1
2280,49,93.73729720306713,287.70658751434064,Two year,Bank transfer,Yes,No,No,No,16.08552132414014,1,4,1
2281,19,108.22057372269906,895.1356055394659,Month-to-month,Credit card,No,No,No,No,94.30212717005068,0,2,1
2282,12,63.38880484854795,4473.457576406285,Month-to-month,Credit card,Yes,Yes,Yes,No,43.51260697970801,0,4,1
2283,61,94.75971280994425,396.75793272190424,Two year,Electronic check,No,No,Yes,No,61.511560817335074,0,5,0
2284,41,119.97515634290444,4445.421269983256,Two year,Bank transfer,Yes,No,Yes,Yes,28.107993860567593,0,3,1
2285,33,92.49311975196193,3604.585232685184,Two year,Mailed check,Yes,Yes,Yes,No,47.50758824106421,0,2,0
2286,50,31.418378023713217,279.75162643325734,Month-to-month,Credit card,No,No,No,No,75.46355032196034,0,4,1
2287,68,71.8318722429183,2203.668209985465,Month-to-month,Mailed check,Yes,No,Yes,Yes,49.20165624712032,0,2,1
2288,71,78.7347791243028,3796.9102275109617,One year,Mailed check,No,No,No,No,84.71973294689379,1,3,1
2289,33,37.4210675071391,2957.1913946909185,Month-to-month,Electronic check,Yes,No,No,No,71.30274359995731,0,1,1
2290,24,116.28916341780376,4685.769330625844,Month-to-month,Electronic check,No,No,Yes,No,7.735957230454627,0,2,1
2291,61,37.55797776346163,4351.4557612687995,Month-to-month,Mailed check,Yes,Yes,No,No,60.683540429541125,0,4,1
2292,61,37.75579197132228,1729.9734131373152,Two year,Mailed check,Yes,No,No,No,61.259943266031435,0,3,1
2293,28,111.5167137974555,514.6732580484427,Month-to-month,Mailed check,No,No,Yes,Yes,38.0898352391083,0,4,1
2294,58,66.5205433121671,4726.859494263692,One year,Mailed check,Yes,No,Yes,Yes,32.272392754167136,0,3,1
2295,43,26.318827927451622,2634.7051620628404,Month-to-month,Bank transfer,No,No,No,Yes,6.288759401030508,0,4,1
2296,41,79.81874999385286,464.5483594225478,One year,Mailed check,Yes,Yes,No,No,44.6156478438557,0,3,1
2297,39,80.18263486330478,4101.220505460469,One year,Credit card,Yes,Yes,No,Yes,33.6596457851461,1,5,1
2298,49,26.450075868656178,4355.681706358417,Month-to-month,Electronic check,Yes,No,Yes,Yes,95.10628096842508,0,4,1
2299,17,117.2522495633662,3233.1807368651976,Month-to-month,Credit card,Yes,No,Yes,No,67.41743818453513,1,3,1
2300,70,74.40299652945757,2292.7939318630656,One year,Electronic check,No,Yes,Yes,Yes,46.00614105676832,0,1,1
2301,70,75.97957221797643,3344.6477603855064,Month-to-month,Electronic check,No,No,Yes,Yes,75.46119806218852,0,3,1
2302,65,72.01154145023945,3562.7501089551056,One year,Electronic check,No,Yes,No,No,77.87696375915263,0,1,1
2303,5,81.07317796446199,4475.846794621243,One year,Credit card,Yes,Yes,No,Yes,48.045589157448646,0,2,0
2304,2,46.42997527737549,4783.722233836216,One year,Electronic check,No,No,No,Yes,7.5757802073757485,0,3,1
2305,22,48.72413479748408,2620.172568715466,Month-to-month,Mailed check,No,Yes,Yes,No,78.0551132248479,0,2,1
2306,57,71.13390897961327,4012.6232142801564,Month-to-month,Mailed check,Yes,No,Yes,No,9.028404278784341,0,2,0
2307,66,100.66858547635796,4826.096824359109,One year,Bank transfer,No,Yes,No,No,84.75068265050881,0,5,0
2308,16,24.986457649417886,841.0923569201334,Month-to-month,Bank transfer,Yes,Yes,No,No,33.415689260861626,0,3,0
2309,51,80.34042122202459,189.51310988741577,Two year,Bank transfer,Yes,No,No,No,63.82409644283808,0,5,0
2310,39,100.6778142506314,4357.922486956641,Two year,Mailed check,No,No,Yes,No,74.04044529120519,0,5,0
2311,40,35.69172720372272,1056.8393329110877,Month-to-month,Credit card,No,No,No,No,3.519246532600062,1,2,1
2312,38,21.50225419805663,308.14595649582463,Month-to-month,Bank transfer,No,Yes,No,Yes,38.46143058451984,1,4,1
2313,60,51.271329514145805,884.4710745214784,Month-to-month,Mailed check,No,No,No,No,60.41430079993941,0,2,0
2314,59,78.81437067295983,1982.1630650944694,Two year,Electronic check,Yes,Yes,No,No,84.8144247296941,0,2,0
2315,10,33.82831734047477,1174.4019378036423,Month-to-month,Credit card,No,No,No,Yes,71.77696831804093,0,1,1
2316,64,62.61223709724855,1595.7427825921711,Month-to-month,Credit card,Yes,Yes,No,No,89.61411642089469,2,4,1
2317,63,75.23214973742779,4878.940852007227,One year,Mailed check,No,No,No,No,8.27226711545771,0,2,1
2318,49,79.88830947573172,3551.5871663966177,Month-to-month,Mailed check,Yes,Yes,Yes,No,7.182200220581159,0,4,0
2319,64,47.44117210003751,3589.7394684406995,Month-to-month,Electronic check,No,No,No,Yes,71.35249407759726,0,1,1
2320,32,60.00296359862914,563.9583361668218,Month-to-month,Electronic check,No,No,Yes,Yes,39.8528240997816,2,4,1
2321,7,97.83392290675587,3687.2820121311893,One year,Electronic check,Yes,Yes,Yes,Yes,48.16312612509396,0,3,0
2322,21,114.12146941206855,3722.787231480994,Month-to-month,Credit card,No,No,No,Yes,60.431603560902246,0,1,1
2323,20,106.18803311182572,3332.750590192498,Month-to-month,Credit card,No,Yes,No,No,98.5941461747311,0,4,1
2324,26,76.42835017334319,1219.3378503895879,Two year,Bank transfer,No,Yes,No,Yes,6.716615553693417,2,5,1
2325,68,61.02928029439465,2172.8772775027064,Month-to-month,Bank transfer,No,No,Yes,Yes,10.889488942618497,0,4,1
2326,15,53.295661437141824,4246.754627881164,One year,Bank transfer,Yes,No,No,Yes,82.93132356144774,1,1,1
2327,14,32.4956566084018,3383.987983769069,Month-to-month,Credit card,Yes,Yes,No,No,2.05242611562354,0,5,0
2328,27,30.655124721611298,3690.567291499521,Month-to-month,Electronic check,No,No,No,Yes,45.0454840728404,0,4,0
2329,40,88.83576249136577,2978.1345606164637,Month-to-month,Bank transfer,Yes,No,No,No,77.4118289631836,0,4,1
2330,58,45.97944161711604,2302.9743356477143,One year,Electronic check,No,Yes,No,No,19.526882103409303,0,1,1
2331,28,45.46616864324468,3819.3548493288304,Month-to-month,Electronic check,Yes,Yes,No,No,18.701011306557458,0,5,0
2332,26,119.81950544777857,432.8364903948943,Month-to-month,Electronic check,Yes,No,Yes,Yes,31.02523443326799,0,5,1
2333,63,38.79259578737954,3398.487590623294,Month-to-month,Bank transfer,Yes,Yes,Yes,No,15.001033891494476,0,4,1
2334,66,34.80597594888297,4986.302088468328,Month-to-month,Bank transfer,No,No,Yes,No,67.85528537218904,1,3,1
2335,25,29.868522775992062,3922.940454393355,Month-to-month,Electronic check,Yes,No,Yes,Yes,20.013755149746693,0,1,1
2336,3,77.98053451667963,1523.761206729531,One year,Bank transfer,Yes,No,Yes,Yes,22.685753904581375,0,1,1
2337,44,82.78638260021015,1461.315524056365,Month-to-month,Mailed check,No,Yes,No,No,57.49351480917936,0,2,1
2338,42,56.5227926256882,3369.3711919079487,One year,Bank transfer,Yes,No,Yes,No,96.7341078396044,1,5,0
2339,6,73.54133355114678,4489.685859341799,Month-to-month,Electronic check,No,Yes,Yes,No,91.38825723685412,0,5,1
2340,39,98.83995309449125,2931.95373015443,Month-to-month,Electronic check,Yes,No,Yes,No,86.4496729626922,0,2,1
2341,52,101.81041683217484,2684.2712071332858,Two year,Credit card,No,No,No,No,53.09238333278207,1,4,1
2342,23,115.79120757156483,885.8822558339896,Month-to-month,Credit card,Yes,Yes,No,Yes,29.775181570572073,1,4,1
2343,50,102.42679859228745,3605.739081263101,Month-to-month,Electronic check,No,No,Yes,No,70.57671782732655,2,1,1
2344,43,76.48414367174266,3541.2632362256645,One year,Mailed check,Yes,No,Yes,No,38.957727977919824,0,4,1
2345,19,37.9656965836846,4838.061822435853,Two year,Credit card,Yes,No,Yes,Yes,77.79089834312092,0,3,1
2346,69,29.97635577028424,1570.9417030977556,Month-to-month,Electronic check,No,Yes,No,No,1.6191485577313758,0,3,1
2347,51,25.45118899108592,3806.582834200906,Two year,Credit card,Yes,Yes,No,No,52.95400409668019,0,3,0
2348,11,86.65258317853838,2226.919779868382,One year,Credit card,Yes,No,No,No,33.73504949973722,2,2,1
2349,12,100.75362553979932,2836.516678919061,Month-to-month,Electronic check,No,Yes,No,Yes,24.904910583577877,0,3,1
2350,8,70.86839506840789,4100.623892442734,One year,Bank transfer,No,No,No,No,66.18368376243767,1,2,0
2351,24,25.471417483363993,1187.7757205929804,Month-to-month,Mailed check,Yes,Yes,Yes,Yes,65.837333361111,0,1,1
2352,41,73.54705745913381,1780.056823684333,Month-to-month,Bank transfer,No,No,No,Yes,3.706717794359493,0,1,1
2353,36,113.57492615245503,3889.212483968225,Month-to-month,Electronic check,Yes,Yes,No,Yes,94.76988860158875,0,3,1
2354,55,79.76131909324604,2895.2437849105186,One year,Electronic check,No,Yes,Yes,No,36.18530361505198,0,2,0
2355,9,100.94274884628149,552.8722928348441,Month-to-month,Mailed check,No,No,Yes,Yes,91.74078143989841,0,3,1
2356,47,100.01526483917506,2207.910747214714,Month-to-month,Electronic check,No,Yes,No,No,58.371998817007984,0,4,1
2357,15,113.21290997806528,2974.50323356778,One year,Credit card,No,No,Yes,No,65.25904728733848,0,2,1
2358,48,97.02287656498733,4556.634850580758,One year,Mailed check,Yes,Yes,No,Yes,96.05155783199791,2,2,1
2359,42,94.77005140130896,1023.5914446993294,Two year,Bank transfer,No,Yes,No,No,82.21972796659743,0,2,0
2360,60,43.41026649706406,4049.169545049666,Month-to-month,Mailed check,Yes,Yes,Yes,Yes,14.003501003024843,0,2,1
2361,70,25.992515532108143,740.0599670752977,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes,0.5220962593334155,0,4,0
2362,12,71.75994650538078,1286.9547343714553,Month-to-month,Electronic check,Yes,No,No,No,30.858738034175516,0,3,0
2363,2,32.44342079467552,1292.3850291016029,One year,Bank transfer,Yes,Yes,Yes,No,48.85375943876235,0,1,1
2364,7,116.21958762779913,4399.64805995328,Month-to-month,Bank transfer,Yes,No,Yes,No,73.21498911633945,1,5,1
2365,3,48.99247626330286,1075.1866908734369,Two year,Bank transfer,No,Yes,Yes,No,66.10483803727016,0,5,0
2366,3,105.2944203384293,3956.1075622285043,Month-to-month,Mailed check,No,No,No,No,31.285617141007684,0,2,1
2367,27,58.76246252024593,2362.8520166961375,Two year,Credit card,Yes,No,No,Yes,54.19959891633567,1,2,0
2368,40,52.31942498573774,4995.544762206823,One year,Bank transfer,Yes,No,Yes,No,65.09333160247738,0,1,1
2369,33,113.51585723766212,4211.548343395317,Two year,Mailed check,No,No,Yes,No,51.375020204380284,0,5,0
2370,1,56.3322572086224,3724.545358794308,Month-to-month,Mailed check,Yes,No,Yes,No,68.89742960422308,1,2,1
2371,8,59.02879086631364,4366.558902595758,One year,Credit card,No,No,Yes,Yes,48.52182539483355,0,4,0
2372,32,30.609177961290918,3206.7489237646646,Month-to-month,Mailed check,Yes,Yes,No,Yes,52.96850069836132,1,5,0
2373,48,87.04466652825093,4233.896056989638,Month-to-month,Electronic check,No,No,Yes,Yes,94.07752927973607,1,4,1
2374,4,48.88394144775135,1379.5215520711338,Month-to-month,Electronic check,No,No,No,No,38.91581276292817,0,1,1
2375,70,78.56041678395073,578.7457343952672,One year,Electronic check,Yes,Yes,No,Yes,75.57073311276639,0,1,1
2376,19,79.13517040532095,3118.066834724677,Month-to-month,Credit card,No,No,Yes,Yes,33.4676546165826,1,5,1
2377,32,91.9199695595767,2229.9829240515714,Two year,Mailed check,Yes,No,No,No,33.18545353909603,1,3,1
2378,9,94.52414861724412,2189.5598969329167,Month-to-month,Electronic check,No,No,Yes,No,92.6671596875075,0,5,1
2379,12,71.44524344015394,2681.0644769072264,Month-to-month,Bank transfer,No,No,Yes,No,69.867150542265,0,4,1
2380,11,53.0991947603403,1870.7747966711584,Month-to-month,Mailed check,Yes,No,No,Yes,92.89582879775715,0,3,0
2381,46,103.7450894834734,3167.6917040698627,One year,Electronic check,No,No,Yes,Yes,99.45814620095254,0,4,0
2382,16,50.98656494084847,249.78500000338656,Month-to-month,Mailed check,No,Yes,Yes,Yes,0.02031651944003343,1,4,1
2383,1,70.75090944693315,4852.46757522064,Two year,Electronic check,Yes,Yes,Yes,No,98.3150249028609,0,4,0
2384,63,60.1252583203728,4631.074061023295,Month-to-month,Bank transfer,No,Yes,Yes,No,10.08707196785955,1,2,1
2385,21,105.50783859696881,4682.823796651474,Two year,Mailed check,Yes,Yes,No,Yes,7.041147993789543,0,3,0
2386,30,63.19185311458288,1888.5171283602199,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,76.78098047555774,1,2,1
2387,13,58.60991888374843,2706.2656925295887,Month-to-month,Electronic check,No,No,Yes,Yes,35.01846006205058,0,2,1
2388,34,88.98236928976374,4775.239954982118,One year,Bank transfer,Yes,Yes,No,No,91.7811936500052,1,4,0
2389,4,80.24411098614428,4521.495676495174,Two year,Bank transfer,No,No,Yes,No,54.45065689316175,0,1,1
2390,28,30.72468334958461,3972.1979319156217,Month-to-month,Electronic check,No,No,No,Yes,38.61116437513436,0,5,0
2391,59,70.81688063439631,2095.924790253203,Two year,Electronic check,Yes,No,Yes,No,7.343737359325109,1,1,1
2392,27,93.54783883332476,2865.26219359265,Month-to-month,Credit card,No,No,Yes,No,46.463585177670396,0,4,1
2393,69,119.20747645913562,3985.2711236615737,One year,Credit card,No,Yes,Yes,No,27.789773405001206,1,5,1
2394,25,82.91468339703192,1437.7587781461555,Month-to-month,Mailed check,No,Yes,Yes,Yes,7.661310110127539,1,5,1
2395,3,57.02930664413178,3169.6019043177457,Month-to-month,Mailed check,Yes,No,Yes,Yes,67.03885297741475,0,4,0
2396,68,42.61515998021184,4156.878191774098,Month-to-month,Credit card,Yes,No,Yes,No,97.73368834977175,0,2,1
2397,25,107.28302341533202,3566.528479491217,Two year,Electronic check,No,No,No,No,37.891448539654526,1,5,1
2398,20,101.45652121135028,2449.4550928359035,Two year,Bank transfer,Yes,No,Yes,Yes,29.72649205951672,1,5,1
2399,34,43.39228207793849,2964.5809618202757,Month-to-month,Mailed check,No,Yes,Yes,Yes,8.996019031050862,0,5,1
2400,26,40.063209014657346,4944.510161414391,Two year,Electronic check,No,Yes,Yes,Yes,22.314522110507884,1,5,1
2401,5,91.51367768111756,3049.7401937713294,Month-to-month,Bank transfer,Yes,No,No,Yes,28.497224979840574,0,3,1
2402,61,51.49520619187595,3949.5269946913545,One year,Bank transfer,Yes,Yes,Yes,No,34.41756128360647,0,2,1
2403,9,50.63987983619578,3660.363345450547,Month-to-month,Electronic check,Yes,No,Yes,Yes,63.39670482444848,0,3,1
2404,50,35.22902470676553,3537.30401609388,One year,Electronic check,No,No,No,Yes,11.487267806387402,0,3,0
2405,6,46.39755197098299,3610.2083700588137,Month-to-month,Mailed check,Yes,Yes,Yes,Yes,5.842391342318343,1,4,1
2406,60,62.750755759264955,2326.607781279173,Month-to-month,Credit card,No,No,Yes,Yes,93.05818172922076,0,2,1
2407,44,93.28383372724156,2423.384855138814,One year,Electronic check,No,No,Yes,Yes,79.91886918125005,1,1,1
2408,11,53.63080944137498,2392.5274130678335,Two year,Credit card,No,No,Yes,No,27.822208691535632,0,2,1
2409,66,52.86043394798427,262.9475753417796,One year,Mailed check,Yes,Yes,No,No,63.879218982068444,1,1,1
2410,47,48.49132525524358,1281.220118628385,Two year,Credit card,Yes,No,Yes,No,59.24922797999057,0,5,1
2411,3,67.8283667511043,857.3636325844257,Two year,Credit card,Yes,Yes,Yes,Yes,74.30105835333694,1,1,0
2412,30,38.06366979413153,4443.580555846561,Month-to-month,Bank transfer,No,No,Yes,Yes,85.9294478716927,1,1,1
2413,21,68.56307340321256,1447.34989561945,Month-to-month,Mailed check,No,Yes,No,No,35.77520503273558,0,1,1
2414,28,90.41755561946898,778.368908881148,One year,Electronic check,Yes,Yes,Yes,Yes,66.08319827253236,0,5,0
2415,62,22.979050403262217,686.8579663633362,Two year,Credit card,Yes,Yes,No,Yes,80.20409073909906,0,5,0
2416,33,20.977938030576187,3529.9501893055776,Two year,Mailed check,Yes,Yes,Yes,Yes,69.92943048757094,1,3,0
2417,35,27.512291015450923,129.80822348330048,One year,Bank transfer,Yes,Yes,No,Yes,92.21355885345565,0,1,0
2418,52,73.5660061728112,2409.3915686068904,One year,Bank transfer,Yes,Yes,No,Yes,49.46874527185986,1,2,1
2419,34,105.44550831854035,682.4684174311616,One year,Credit card,Yes,No,Yes,Yes,80.26405932952181,2,4,1
2420,41,20.488446602025196,4263.350550415936,Month-to-month,Credit card,Yes,Yes,Yes,No,90.97413978411302,1,3,1
2421,51,113.6661304584681,4796.406746617045,Month-to-month,Electronic check,Yes,No,Yes,Yes,55.705287488085276,1,1,1
2422,47,30.62785115705358,4797.897619453028,One year,Mailed check,Yes,No,Yes,No,1.7293532743372753,1,3,1
2423,58,104.19835280582262,2265.6241338391696,Two year,Electronic check,No,No,Yes,Yes,81.80083686608525,0,1,1
2424,57,68.28547649829468,3258.1226397305027,Two year,Electronic check,Yes,No,Yes,Yes,84.60339714897869,0,1,1
2425,23,85.9357387278844,3038.5502689026484,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes,39.98506607854525,0,3,1
2426,48,71.06829844471824,1815.1906167911695,One year,Mailed check,No,No,Yes,Yes,22.907807348101073,1,1,0
2427,22,67.70482251793547,2275.9160079606027,Two year,Electronic check,No,No,No,No,97.81492669420632,1,1,1
2428,17,103.48994283643914,415.1861164430998,One year,Bank transfer,No,No,Yes,Yes,55.16235823929184,0,4,1
2429,69,95.58863795678164,3998.9252600902873,Month-to-month,Credit card,No,Yes,Yes,No,51.61796855098325,1,2,1
2430,11,68.34022365230041,1279.9372095576332,One year,Electronic check,No,No,No,No,94.60742942387682,0,5,0
2431,15,31.16359293960616,2356.5839225682435,One year,Credit card,No,Yes,No,No,40.80971122960052,0,4,1
2432,35,31.540295931440813,2455.041594721555,One year,Mailed check,No,No,No,No,84.81359982246404,0,5,0
2433,33,100.15394607190754,2847.4875218414595,One year,Electronic check,Yes,Yes,No,Yes,70.06510846897459,0,5,0
2434,16,72.93906213475334,4107.595525651641,Two year,Credit card,Yes,No,No,No,96.77153721238093,1,2,0
2435,34,68.15891402193625,3490.2171263003734,Month-to-month,Credit card,Yes,No,Yes,Yes,42.86509425513522,1,4,1
2436,66,88.05668413607151,3349.0089407330406,Month-to-month,Mailed check,No,No,No,No,90.76258883168474,0,1,1
2437,40,105.88415834142603,2681.052929444205,One year,Bank transfer,Yes,Yes,No,No,56.88807171590883,1,2,0
2438,28,82.88731444133052,570.1831992382906,Month-to-month,Bank transfer,No,No,No,No,47.587647242407805,2,1,1
2439,47,96.2847902346479,2069.841511089221,Two year,Electronic check,Yes,Yes,Yes,Yes,30.5663544530261,0,1,0
2440,39,96.52705241169569,4790.852571323705,Month-to-month,Credit card,No,No,No,No,55.26980163181416,0,1,1
2441,70,55.62614487929591,4978.185568912438,Month-to-month,Bank transfer,Yes,No,No,Yes,57.255194595725335,0,1,1
2442,20,47.40831956409957,3679.4409158944995,Two year,Electronic check,Yes,Yes,Yes,No,89.83911360076262,0,4,0
2443,1,100.11640671751586,1214.8233190657606,Month-to-month,Credit card,Yes,No,No,No,70.40621292843207,1,5,1
2444,63,57.717879178424354,599.26416541664,Two year,Electronic check,Yes,Yes,Yes,No,82.64736578484064,0,5,1
2445,67,110.33360065227052,2132.345359326376,One year,Mailed check,Yes,Yes,No,Yes,76.91300364037191,0,4,1
2446,4,26.969069673011962,4297.202321560745,Month-to-month,Electronic check,Yes,No,No,Yes,27.664655350298084,0,5,1
2447,58,25.821751207533964,3637.1347754855024,Two year,Mailed check,Yes,No,Yes,Yes,20.579756506017677,0,2,1
2448,25,112.70041601014083,4431.071963951414,Month-to-month,Credit card,No,No,No,No,25.8481355722039,0,1,1
2449,47,84.84549141814348,3117.303942018496,Month-to-month,Credit card,No,No,No,No,14.65794243753341,0,1,1
2450,38,57.95993564483323,738.6089864894924,Month-to-month,Credit card,Yes,No,Yes,No,38.59619234924627,0,1,1
2451,15,95.50604148161828,662.5002382910039,Month-to-month,Electronic check,Yes,No,Yes,No,65.39007145769283,0,3,1
2452,63,87.23268099936412,335.2112828876335,Two year,Credit card,Yes,Yes,No,Yes,53.697749230520365,0,2,1
2453,21,73.12010468195962,2878.691855810302,One year,Credit card,Yes,No,Yes,No,67.9214328725319,0,3,1
2454,57,29.887334266265135,1290.1425594614664,Month-to-month,Mailed check,No,Yes,Yes,Yes,35.60984533856859,1,4,0
2455,53,101.21795872927515,3698.479842639257,One year,Credit card,No,No,No,Yes,20.52777865843599,0,3,0
2456,46,106.60231906806247,3462.6246857017854,One year,Credit card,Yes,Yes,No,Yes,20.275814847919094,0,5,0
2457,14,37.216868855264906,1658.742637800753,Two year,Credit card,Yes,No,Yes,No,60.086254670671565,0,5,1
2458,17,105.05116519770667,966.3281656739154,Month-to-month,Bank transfer,Yes,No,Yes,Yes,16.429475899142997,0,2,1
2459,39,107.78473110165642,601.761714000406,Two year,Credit card,Yes,No,No,Yes,39.71671723061991,0,3,0
2460,9,74.9428612288516,3712.844841684175,Month-to-month,Electronic check,No,Yes,No,Yes,21.283274277604423,0,3,1
2461,6,85.6179036222687,2307.1608775870727,One year,Mailed check,No,Yes,No,No,66.27603847289456,2,1,1
2462,23,58.22373200144914,1685.2965794728807,Two year,Credit card,No,Yes,Yes,Yes,61.5420838779705,1,2,1
2463,59,48.1791647509266,4297.59977745093,Month-to-month,Electronic check,No,No,No,Yes,38.11249667775396,0,1,1
2464,46,92.19831469516448,3008.7047611899816,Month-to-month,Mailed check,Yes,No,Yes,Yes,12.871751953450516,0,2,1
2465,38,106.18751490158083,2638.211448343264,Month-to-month,Mailed check,No,Yes,No,Yes,21.18168144466752,0,2,1
2466,14,85.40775529557476,3742.557908380517,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,47.220905880233325,0,3,0
2467,62,71.15906106465492,4096.357387152913,Month-to-month,Electronic check,No,Yes,No,Yes,97.20824244341696,1,1,1
2468,35,35.892476684417154,3461.758461571326,One year,Bank transfer,No,No,No,No,27.077476150420342,0,4,1
2469,19,25.345871260481815,2256.030961136828,Month-to-month,Bank transfer,Yes,Yes,No,Yes,19.119035690589236,0,1,0
2470,30,64.56917902467464,1958.5640840937185,Month-to-month,Credit card,No,No,Yes,No,22.068341824337125,0,4,0
2471,25,24.934956369742128,3881.158197536241,Month-to-month,Bank transfer,Yes,Yes,No,No,70.81391361679589,1,5,1
2472,40,76.9334631907225,2637.7450871374017,Month-to-month,Electronic check,Yes,No,No,No,91.46841653955214,0,2,1
2473,14,58.27291913177713,3551.491784735144,Month-to-month,Bank transfer,Yes,No,No,No,7.5171623919249475,1,1,1
2474,26,95.71891196819695,4462.954066494704,One year,Mailed check,Yes,Yes,No,Yes,74.92885415712183,0,2,0
2475,22,50.56484968361835,4587.864110209845,Month-to-month,Electronic check,Yes,No,Yes,No,49.46066796594991,0,1,1
2476,48,79.29827009674321,1460.8066322788059,Two year,Credit card,No,Yes,Yes,Yes,82.51904667013072,0,5,0
2477,51,73.76835217551005,1020.6607563353191,Month-to-month,Mailed check,No,No,Yes,Yes,42.150532277076024,1,1,1
2478,3,20.471242552224115,1380.3080656505056,Two year,Mailed check,Yes,No,Yes,Yes,0.5216251676792516,0,5,0
2479,42,27.238939826431036,3781.7216756239636,Month-to-month,Mailed check,Yes,Yes,Yes,No,68.27963767295712,0,2,1
2480,19,49.03682124860205,1913.284376626185,One year,Electronic check,Yes,No,No,Yes,80.79714314873063,1,3,1
2481,28,108.22350810207651,949.6074761225159,One year,Electronic check,Yes,No,No,Yes,90.20210941531548,1,4,0
2482,45,34.70149548997786,582.0889132841494,Two year,Credit card,No,No,No,No,56.905128909503425,1,2,1
2483,71,91.08943304605417,1703.8346252654705,One year,Bank transfer,Yes,Yes,No,Yes,12.204850124314559,0,3,0
2484,63,117.33665661522873,767.0685577175054,Two year,Bank transfer,No,Yes,Yes,Yes,36.98346442255558,0,2,1
2485,19,99.05675526911551,866.2307014132041,One year,Bank transfer,No,Yes,No,Yes,78.4250245121112,0,2,0
2486,47,44.2945361687044,3451.0314698867237,One year,Bank transfer,Yes,No,Yes,No,49.441296554801475,0,1,1
2487,14,110.83652604130816,196.68726877518588,Two year,Mailed check,No,No,Yes,Yes,69.92444881805015,0,5,0
2488,38,29.310715650839008,676.0109819646462,One year,Electronic check,Yes,No,Yes,Yes,0.4689683358799046,0,5,0
2489,53,66.81419418707358,4237.3909069441725,Month-to-month,Bank transfer,Yes,Yes,No,Yes,7.300233973743575,0,1,1
2490,61,108.75419077264138,4240.0790165894405,Month-to-month,Mailed check,No,No,No,Yes,68.1163618448635,0,1,1
2491,36,84.12657092568698,1713.293045941527,Two year,Electronic check,Yes,No,Yes,No,29.020188093931388,0,2,1
2492,40,61.36445647276988,530.969741006772,Month-to-month,Electronic check,Yes,No,Yes,No,38.818668770789145,0,5,0
2493,30,49.28128667371688,3554.354635655309,One year,Electronic check,No,Yes,No,No,64.2132911774492,0,2,0
2494,9,57.50994053183499,1864.6452700919845,Month-to-month,Mailed check,No,Yes,No,Yes,11.20144935967743,1,3,1
2495,64,70.89417810092863,322.7766733041366,Month-to-month,Bank transfer,No,Yes,No,Yes,83.27083552906171,0,3,0
2496,33,51.90439298728074,873.3522083690129,One year,Electronic check,Yes,Yes,Yes,Yes,14.443426016318494,0,1,1
2497,52,116.89678620822997,772.3525786237191,One year,Mailed check,No,No,No,No,73.32825440512677,0,5,0
2498,14,113.30776530661451,2986.670084755545,Month-to-month,Electronic check,No,No,Yes,No,29.275136904395993,1,3,1
2499,53,107.06714682143208,4500.77615965745,Month-to-month,Credit card,No,No,Yes,Yes,25.997096613168637,1,5,1
2500,59,62.18298355226534,3986.0529632849416,Month-to-month,Credit card,No,Yes,Yes,Yes,82.12646989848751,0,5,0
2501,41,89.13017693352289,2777.9286205844273,One year,Mailed check,Yes,No,No,Yes,55.22017462533704,1,4,0
2502,68,110.28293070359646,2168.5603081446525,Month-to-month,Bank transfer,No,No,Yes,No,20.549778497489402,0,3,1
2503,68,105.0429487678928,3131.5158744374385,One year,Bank transfer,No,Yes,No,Yes,0.2546250911317882,0,3,1
2504,8,61.43270140202077,2274.682430802396,One year,Electronic check,Yes,No,Yes,No,97.30348793998013,0,2,0
2505,2,31.23860493222607,1305.8857006239482,Two year,Bank transfer,No,No,Yes,No,43.138618912259716,0,2,0
2506,41,27.563036383454946,3428.06753122617,Month-to-month,Bank transfer,No,No,No,Yes,39.7422794891863,0,5,1
2507,55,77.70640452257027,4378.895334132473,Month-to-month,Credit card,Yes,Yes,Yes,Yes,5.031458621786211,0,1,0
2508,16,84.26279352109316,1927.0646203362164,Month-to-month,Mailed check,Yes,No,No,Yes,89.44034693509627,1,2,1
2509,62,104.98426045970241,4223.538491687551,Month-to-month,Credit card,Yes,No,No,No,14.05876959371829,1,2,1
2510,48,49.251502034103105,2212.3020277691035,Month-to-month,Mailed check,Yes,No,No,Yes,33.54557116098081,0,5,0
2511,30,36.74704905500425,2066.546121187187,Two year,Electronic check,Yes,No,Yes,No,42.110389498580005,0,3,1
2512,12,57.900583317819944,238.78935198043558,Month-to-month,Credit card,No,Yes,No,No,81.01057487800668,1,2,1
2513,35,55.35751236322751,3506.8666167003107,Month-to-month,Mailed check,No,No,No,Yes,35.94666321407119,0,1,1
